battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,kfold,px_height_bin3,px_width_bin3,Mobile_wt_bin3,m_dep_bin3,size_screen,px_res,mobile_g
6.86484777797086,1,0.7,0,0,1,1.6094379124341003,0.1,5.081404364984463,2,0,3.6635616461296463,7.428333194190806,7.549082710812286,12,4,3,1,1,0,1,0,0,2,1,0,3.8918202981106265,11.065340645671654,1
6.556778356158042,1,2.7,0,12,1,3.4339872044851463,0.3,4.736198448394496,1,20,5.389071729816501,6.97166860472579,7.29505641646263,14,7,7,1,0,0,0,0,0,1,0,0,4.59511985013459,12.355229448112036,1
6.738152494595957,0,1.3,1,1,0,2.833213344056216,0.9,4.787491742782046,7,4,6.386879319362645,6.597145701886651,7.45876269238096,17,8,14,0,0,1,1,0,0,0,0,2,4.919980925828125,12.980977216700428,0
6.71901315438526,1,0.6,1,9,1,3.58351893845611,0.2,4.477336814478207,6,17,3.1780538303479458,6.717804695023691,7.769800996003896,5,3,15,1,0,1,1,0,0,0,0,0,2.772588722239781,9.85214162518454,1
6.3578422665081,0,0.8,0,0,1,3.332204510175204,0.1,4.804021044733257,2,4,6.630683385642372,7.325807502595773,7.326465613840322,18,6,8,1,0,1,1,0,1,2,1,0,4.6913478822291435,13.954513081619234,1
7.365180126021013,1,0.5,1,0,0,1.791759469228055,0.2,4.48863636973214,7,9,7.214504414151143,7.461640392208575,8.169902647359145,17,11,12,0,0,1,3,0,2,2,0,0,5.236441962829949,14.674834245921383,0
6.907755278982137,0,1.7,0,6,0,3.912023005428146,0.6,4.890349128221754,1,17,6.411818267709897,7.58629630715272,7.377133712833954,7,0,8,0,1,0,1,0,0,2,1,1,0.0,13.99596453858965,0
7.118826249062078,1,1.6,1,1,0,3.5263605246161616,0.6,5.153291594497779,1,3,5.117993812416755,6.658011045870748,7.27931883541462,11,7,6,0,0,1,0,0,0,0,2,1,4.356708826689592,11.768722055559438,0
7.267525427828172,1,1.7,1,6,1,3.6888794541139363,0.3,5.10594547390058,4,18,5.3471075307174685,6.854354502255021,6.22455842927536,14,4,10,1,1,0,0,0,0,0,2,0,4.04305126783455,12.195638397608025,1
6.7580945044277305,1,1.3,1,1,1,3.912023005428146,0.7,4.955827057601261,6,13,6.541029999189903,6.887552571664617,8.261009786023827,16,14,20,1,1,1,3,0,1,0,1,1,5.41610040220442,13.42611907423157,1
6.733401891837359,0,2.0,1,0,0,2.70805020110221,0.4,5.170483995038151,7,3,6.336825731146441,7.238496840894365,8.252185436003328,15,8,11,1,0,0,3,0,0,1,2,0,4.795790545596741,13.572833718078954,1
7.302496423727326,0,2.1,0,1,1,4.007333185232471,0.2,5.176149732573829,7,2,6.2766434893416445,6.63200177739563,7.524021415206125,15,13,2,1,1,0,1,0,0,0,2,0,5.278114659230517,12.905447891365618,1
7.490529402060711,0,2.5,1,9,0,1.0986122886681098,0.1,5.220355825078324,1,14,6.434546518787453,6.675823221634848,7.220373836723949,7,0,20,1,1,1,1,0,0,0,2,0,0.0,13.107503514497305,1
7.27655640271871,1,2.4,1,7,1,3.044522437723423,0.4,5.159055299214529,7,15,7.149916836132109,7.204892510204673,7.273786317844895,7,4,13,1,1,1,1,0,1,1,2,0,3.367295829986474,14.353281474642213,1
7.0925737159746784,1,2.4,1,0,0,2.995732273553991,0.1,4.812184355372417,2,1,6.003887067106539,7.463363045520021,6.39024066706535,19,0,3,0,0,0,0,0,0,2,1,0,0.0,13.464205456295392,0
6.4692503167957724,1,1.3,1,7,1,3.4339872044851463,0.5,4.74493212836325,1,16,7.039660349862076,7.411556287811163,7.776115477098742,9,0,19,1,0,1,2,0,1,2,0,1,0.0,14.449735947318459,1
7.363913501405819,0,1.0,1,0,1,4.174387269895637,0.1,4.663439094112067,3,7,4.762173934797756,7.267525427828172,7.995643604287271,7,3,7,1,1,1,3,0,0,1,0,0,3.091042453358316,12.020423558643511,1
7.396948602621014,1,2.8,1,0,1,3.4965075614664802,0.9,4.394449154672439,6,1,6.569481420414296,7.454141078146678,7.468513271496337,12,10,20,1,0,1,2,0,1,2,0,2,4.795790545596741,14.021640596782934,1
6.762729506931879,1,3.0,1,0,1,4.007333185232471,0.7,5.236441962829949,2,1,4.852030263919617,7.421177528595393,8.046229101075378,18,2,16,1,1,1,2,0,0,2,2,1,3.6109179126442243,12.264770706837766,1
7.404279118037268,0,0.5,1,16,1,2.1972245773362196,0.3,5.147494476813453,6,17,4.867534450455582,6.773080375655535,8.001355025826703,13,4,17,1,0,1,2,0,0,0,2,0,3.970291913552122,11.6317568398159,1
7.116394144093465,0,1.2,1,5,0,4.007333185232471,0.8,5.225746673713202,3,10,6.450470422144176,7.077498053569231,7.47477218239787,5,3,6,1,1,0,1,0,0,1,2,2,2.772588722239781,13.525544545973768,1
6.75110146893676,0,0.5,0,2,0,3.4339872044851463,0.5,4.836281906951478,8,5,6.251903883165888,7.050122520269059,7.969011781106478,5,2,11,0,0,1,2,0,0,1,1,1,2.3978952727983707,13.299231759296841,0
6.428105272684596,0,2.1,0,2,0,1.9459101490553132,0.3,4.465908118654584,1,4,7.181591944611865,7.4318919168078,6.9584483932976555,13,10,15,0,0,1,0,0,2,2,0,0,4.875197323201151,14.612131325050479,0
6.376726947898627,1,2.5,0,16,1,3.9512437185814275,0.6,4.718498871295094,1,17,5.501258210544727,7.216709486709457,7.918264686095274,10,4,7,1,0,1,2,0,0,1,0,1,3.713572066704308,12.713146239226434,1
6.9726062513017535,0,3.0,1,6,1,1.791759469228055,0.5,5.123963979403259,5,7,3.9889840465642745,7.316548177182976,6.951772164398911,8,7,11,1,0,0,0,0,0,2,2,1,4.04305126783455,11.286187963145803,1
7.262628600974241,0,1.2,0,9,1,3.58351893845611,0.7,4.852030263919617,8,14,5.017279836814924,7.5485559791698735,6.3818160174060985,13,2,6,1,1,1,0,0,0,2,1,1,3.295836866004329,12.558667778345953,1
7.536363938404511,1,2.7,1,10,0,2.1972245773362196,0.9,5.117993812416755,7,13,6.872128101338986,7.1180162044653335,7.1284959456800365,8,1,2,0,0,1,1,0,1,1,2,2,2.1972245773362196,13.988297639091972,0
7.5406215286571525,1,1.3,1,8,0,3.871201010907891,0.2,4.948759890378168,2,13,4.787491742782046,6.481577129276431,7.824445930877619,17,1,11,0,0,1,2,0,0,0,1,0,2.8903717578961645,11.259180943546145,0
7.504942068396171,1,1.6,1,0,0,3.9318256327243257,0.1,5.231108616854587,5,2,6.68586094706836,6.993932975223189,8.199189359078067,11,7,16,0,0,1,3,0,1,1,2,0,4.356708826689592,13.677627998442286,0
6.982862751468942,1,2.5,0,13,1,3.912023005428146,0.6,4.882801922586371,4,14,5.814130531825066,6.984716320118266,8.14757773620177,17,11,2,1,0,1,3,0,0,1,1,1,5.236441962829949,12.794933733033558,1
6.492239835020471,0,2.2,0,0,1,3.2188758248682006,0.7,5.0238805208462765,8,2,6.829793737512425,7.537962659768208,8.275376374836407,8,1,10,1,1,1,3,0,1,2,1,1,2.1972245773362196,14.36614268481358,1
6.354370040797351,0,2.8,1,16,0,3.6635616461296463,0.1,4.51085950651685,6,17,5.659482215759621,7.066466970136958,8.0925452638913,8,7,10,0,1,0,2,0,0,1,0,0,4.04305126783455,12.721608160325577,0
6.726233402358747,1,2.2,0,4,0,3.332204510175204,0.9,4.8283137373023015,1,6,5.886104031450156,7.241366283322318,7.67368812926773,9,5,7,0,1,1,1,0,0,1,1,2,3.828641396489095,13.123974079526928,0
7.25063551189868,1,2.5,0,3,0,3.4965075614664802,0.1,5.0238805208462765,4,6,6.775366090936392,6.890609120147166,8.059276223305648,19,18,3,1,0,0,3,0,1,0,1,0,5.8377304471659395,13.663816358517048,1
7.444248649496705,1,2.1,0,1,0,2.6390573296152584,1.0,5.056245805348308,2,2,6.882437470997847,7.234177179749849,8.096817470572319,17,1,15,1,0,0,3,0,1,1,1,2,2.8903717578961645,14.114867463559039,1
7.149916836132109,1,0.7,0,1,0,3.1780538303479458,0.6,5.187385805840755,6,14,6.186208623900494,7.24422751560335,6.326149473155099,8,5,13,1,0,0,0,0,0,1,2,1,3.713572066704308,13.427663339408648,1
7.1785454837637,1,2.3,1,6,0,4.060443010546419,0.9,4.912654885736052,8,9,6.1092475827643655,6.7912214627261855,7.069874128458572,16,0,8,0,0,0,0,0,0,0,1,2,0.0,12.897122628507793,0
7.167809184316444,0,1.4,1,3,0,2.4849066497880004,0.2,4.867534450455582,7,4,7.109062135687172,7.232010331664759,7.845024417241484,19,8,10,1,1,1,2,0,1,1,1,0,5.030437921392435,14.339531736194006,1
7.261225091971921,0,0.6,0,12,0,3.8066624897703196,0.8,4.882801922586371,5,13,6.218600119691729,6.46302945692067,7.720461694599722,10,8,9,0,0,0,1,0,0,0,1,2,4.394449154672439,12.678077396196194,0
7.388946097618437,1,1.3,1,3,1,3.4339872044851463,0.7,4.663439094112067,2,4,5.5093883366279774,6.946013991099227,6.721425700790643,9,0,10,1,0,0,0,0,0,1,0,1,0.0,12.450386515874662,1
6.891625897052253,0,1.8,0,0,1,3.9889840465642745,0.9,5.236441962829949,1,4,6.90975328164481,7.0707241072602764,7.237059026124737,17,8,8,1,1,1,1,0,1,1,2,2,4.919980925828125,13.978629757264077,1
7.5251007461258,1,1.0,0,2,0,3.1780538303479458,0.4,4.532599493153256,1,15,5.313205979041787,7.5766097669730375,7.9287663216266955,14,4,17,1,0,0,3,0,0,2,0,0,4.04305126783455,12.884367575435268,1
7.437206366871292,0,0.5,0,0,1,4.110873864173311,0.1,4.51085950651685,4,0,4.48863636973214,6.953684210870537,6.091309882077698,15,1,11,1,1,0,0,0,0,1,0,0,2.772588722239781,11.43007632294116,1
7.390798521735676,1,2.2,1,0,1,3.4339872044851463,0.2,5.225746673713202,3,3,6.725033642166843,6.9411900550683745,6.408528791059498,6,0,18,1,0,0,0,0,1,1,2,0,0.0,13.664056073466867,1
7.493873886783559,0,1.6,1,5,0,2.0794415416798357,0.1,4.624972813284271,4,6,6.504288173536645,6.683360945766275,7.404279118037268,9,4,3,0,1,1,1,0,1,0,0,0,3.6109179126442243,13.184900522123536,0
7.065613363597717,1,0.9,0,6,1,2.70805020110221,0.4,5.298317366548036,2,13,6.163314804034641,6.565264970035361,6.573680166960646,18,5,20,1,0,1,0,0,0,0,2,0,4.51085950651685,12.725065823828759,1
6.436150368369428,1,0.9,0,1,1,1.3862943611198906,0.1,4.634728988229636,8,7,7.4673710669175595,7.485491608030754,8.17131687471973,16,13,3,1,0,1,3,0,2,2,0,0,5.342334251964811,14.951730079338695,1
7.440146680662688,1,2.3,0,12,1,3.970291913552122,0.5,4.983606621708336,2,15,7.242797922793756,7.307872780763706,7.824845691026856,16,12,4,1,0,0,3,0,2,1,1,1,5.262690188904886,14.549285154115223,1
7.511524648390866,1,2.1,1,0,0,2.8903717578961645,0.9,5.298317366548036,1,1,5.820082930352362,6.80128303447162,7.732369222284388,17,14,4,0,0,0,2,0,0,0,2,2,5.476463551931511,12.617284542503203,0
6.428105272684596,0,0.6,0,8,0,2.833213344056216,0.2,4.969813299576001,1,14,7.00850518208228,7.3796321526095525,7.724446645633537,16,15,4,0,1,0,2,0,1,2,1,0,5.484796933490655,14.386609306484727,0
7.156176637480615,1,2.3,1,0,0,3.367295829986474,0.3,5.003946305945459,1,6,7.1592919047975645,7.388946097618437,7.029972911706386,12,1,6,0,1,0,1,0,1,2,1,0,2.5649493574615367,14.546842338174164,0
7.2813856635702825,1,0.5,1,1,1,3.258096538021482,0.9,4.820281565605037,6,11,3.7612001156935624,6.947937068614969,7.8898337513942955,12,10,13,1,0,0,2,0,0,1,1,2,4.795790545596741,10.684668503929622,1
6.744059186311348,1,2.8,0,1,0,2.1972245773362196,0.1,4.6443908991413725,7,3,2.0794415416798357,7.166265974133638,6.07993319509559,10,6,15,1,1,1,0,0,0,1,0,0,4.110873864173311,9.111514017669288,1
7.257002707092073,1,0.5,0,10,1,3.828641396489095,0.9,5.117993812416755,4,19,5.8998973535824915,6.937314081223682,7.6638772587034705,13,9,12,1,0,1,1,0,0,1,2,2,4.770684624465665,12.833499273294969,1
7.242797922793756,0,2.4,1,5,1,1.3862943611198906,0.2,4.804021044733257,3,15,6.073044534100405,7.413970290190444,7.229113877793302,18,15,4,1,1,1,1,0,0,2,1,0,5.602118820879701,13.48410645662126,1
7.427144133408616,1,1.2,1,6,1,3.6375861597263857,0.7,5.1298987149230735,4,7,6.522092798170152,7.116394144093465,7.286191714702382,15,3,2,1,1,0,1,0,1,1,2,1,3.828641396489095,13.636204450130776,1
6.695798917058491,1,0.5,1,3,0,3.8501476017100584,0.5,4.663439094112067,8,15,4.787491742782046,6.272877006546167,6.9874902470009905,15,5,10,1,0,1,0,0,0,0,0,1,4.330733340286331,11.05012781021482,1
7.195937226475569,0,1.4,0,3,1,4.0943445622221,0.7,5.214935757608986,7,5,5.978885764901122,7.171656822768514,8.144098463338524,18,16,5,1,1,0,3,0,0,1,2,1,5.666426688112432,13.147241338670232,1
7.583756300707112,1,2.6,1,0,0,3.6888794541139363,0.2,5.236441962829949,4,3,6.82001636467413,7.583756300707112,7.617267813628347,11,10,16,1,1,1,2,0,1,2,2,0,4.709530201312334,14.402172145759987,1
6.598509028614515,0,2.1,0,5,1,2.0794415416798357,0.2,5.1647859739235145,7,10,6.100318952020064,7.251344983372214,7.247080584585756,15,8,2,1,1,0,0,0,0,1,2,0,4.795790545596741,13.348711388947262,1
6.336825731146441,0,1.8,1,0,1,3.9512437185814275,0.5,5.1298987149230735,3,1,6.816735880594968,7.591357046698551,6.980075940561763,14,8,15,1,1,0,0,0,1,2,2,1,4.727387818712341,14.406492667546207,1
6.284134161070802,1,0.5,1,8,1,4.007333185232471,0.5,4.983606621708336,8,15,6.566672429803241,6.84587987526405,7.891704659330107,14,8,10,1,0,0,2,0,1,0,1,1,4.727387818712341,13.410081949190001,1
7.311886164077165,1,0.9,1,4,1,2.3978952727983707,0.1,5.0369526024136295,8,20,4.59511985013459,6.885509670034818,8.215276958936633,9,0,3,1,0,1,3,0,0,0,1,0,0.0,11.469464574959359,1
6.993932975223189,0,1.4,1,10,0,1.0986122886681098,0.1,5.0369526024136295,7,20,5.356586274672012,7.251344983372214,7.8713112033234065,7,5,13,1,0,0,2,0,0,1,1,0,3.58351893845611,12.60249700898619,1
6.725033642166843,1,0.5,1,1,1,1.791759469228055,0.1,5.111987788356544,5,2,2.302585092994046,7.573017256052546,8.280711075662847,12,5,14,1,1,1,3,0,0,2,2,0,4.110873864173311,9.76978471664462,1
7.562681246721884,0,0.5,0,3,1,4.1588830833596715,0.3,4.718498871295094,2,10,4.812184355372417,6.532334292222349,8.138564737261632,13,3,19,1,0,0,3,0,0,0,0,0,3.6888794541139363,11.334910620961098,1
7.004881989712859,0,1.8,0,0,0,3.4657359027997265,0.2,5.003946305945459,2,7,5.961005339623274,7.146772179452637,7.69484807238461,12,6,19,0,1,1,1,0,0,1,1,0,4.290459441148391,13.104411196974821,0
7.2875606403097235,0,2.4,1,3,1,3.713572066704308,0.5,4.955827057601261,7,4,7.143617602704121,7.1693500166706,8.242756345714477,16,1,4,1,0,0,3,0,1,1,1,1,2.833213344056216,14.311407907449995,1
6.773080375655535,1,0.5,1,6,0,2.1972245773362196,0.6,5.030437921392435,7,9,7.1372784372603855,7.252762418053187,6.3561076606958915,15,8,7,1,0,1,0,0,1,1,1,1,4.795790545596741,14.388537724259308,1
6.968850378341948,0,0.5,0,3,1,3.6888794541139363,0.9,4.8283137373023015,4,4,6.349138991379798,6.706862336602747,7.204892510204673,16,0,11,1,0,1,0,0,0,0,1,2,0.0,13.053030448104273,1
7.581209826196346,1,2.1,0,1,0,2.0794415416798357,0.2,5.111987788356544,7,9,6.767343125265392,6.777646593635117,8.235890725928495,11,9,6,0,1,1,3,0,1,0,2,0,4.605170185988092,13.542700020684729,0
7.440146680662688,0,1.0,0,7,0,3.6109179126442243,0.1,5.181783550292085,5,9,7.123672785204607,7.566311014772463,7.266128779556451,8,6,10,0,0,0,2,0,1,2,2,0,3.8918202981106265,14.688660358661696,0
7.589841512182657,0,1.3,1,2,0,3.4657359027997265,0.4,5.159055299214529,8,6,7.044032897274685,7.213031659834869,7.879291485082271,8,2,7,0,0,0,3,0,1,1,2,0,2.833213344056216,14.255455028561073,0
6.754604099487962,1,2.0,1,3,0,2.8903717578961645,0.2,5.278114659230517,7,9,5.062595033026967,6.855408798609928,8.03947991910045,17,5,13,1,1,0,2,0,0,0,2,0,4.454347296253507,11.91060702638535,1
6.980075940561763,0,2.4,1,2,1,2.302585092994046,0.9,4.6443908991413725,6,14,6.853299093186078,6.859614903654202,7.575071699507561,13,1,18,1,1,1,1,0,1,0,0,2,2.6390573296152584,13.710808714223354,1
7.526717561352706,0,0.5,1,0,1,3.2188758248682006,0.1,5.049856007249537,5,1,5.627621113690637,7.052721049232323,7.627057417018934,17,6,10,1,1,0,2,0,0,1,1,0,4.634728988229636,12.675876254773243,1
6.335054251498059,1,0.5,1,2,1,3.7376696182833684,0.9,4.983606621708336,5,6,7.142036574706803,7.448333860897476,7.86480400332846,11,2,9,1,1,0,2,0,1,2,1,2,3.1354942159291497,14.58899686380018,1
7.52131798019924,1,0.6,0,1,0,2.995732273553991,0.7,5.075173815233827,1,2,4.430816798843313,6.651571873589727,7.195937226475569,15,6,11,0,1,1,1,0,0,0,1,1,4.51085950651685,11.069135242540396,0
7.5569505720129,1,1.8,0,0,0,3.4011973816621555,0.6,4.718498871295094,5,4,6.516193076042964,6.610696044717759,7.6128310304073565,17,13,8,1,1,0,2,0,1,0,0,1,5.402677381872279,13.124063930643688,1
7.573017256052546,1,0.5,0,1,1,3.295836866004329,0.5,4.532599493153256,4,9,5.749392985908253,6.569481420414296,7.750614732770409,19,8,7,1,0,1,2,0,0,0,0,1,5.030437921392435,12.31428558914456,1
7.515889085215125,1,1.7,1,3,0,3.295836866004329,0.1,4.90527477843843,6,16,6.013715156042802,7.038783541388542,8.038512020976814,5,0,18,0,1,0,3,0,0,1,1,0,0.0,13.049175289719434,0
6.680854678790215,0,0.5,0,2,0,2.5649493574615367,0.5,4.74493212836325,1,8,5.1647859739235145,6.251903883165888,6.98100574072173,7,3,2,0,1,0,0,0,0,0,0,1,3.091042453358316,11.409041636251146,0
7.519692404116539,0,2.8,0,1,1,4.143134726391533,0.8,4.653960350157523,3,7,3.091042453358316,6.725033642166843,8.268731832117737,5,4,6,1,0,1,3,0,0,0,0,2,3.044522437723423,9.768412111339039,1
7.22983877815125,0,1.1,1,1,1,2.9444389791664403,0.2,4.867534450455582,2,16,6.732210706467206,6.786716950605081,7.765993079407675,10,5,15,1,1,0,2,0,1,0,1,0,3.9318256327243257,13.516607093870372,1
7.057036981697891,0,1.1,0,1,1,4.1588830833596715,0.7,5.117993812416755,3,2,6.637258031284457,6.756932389247553,6.39024066706535,18,4,15,1,0,1,0,0,1,0,2,1,4.290459441148391,13.391717005418231,1
7.362645270417825,0,2.5,1,0,1,2.4849066497880004,0.2,5.225746673713202,7,20,6.20050917404269,6.70808408385307,7.688455356549944,7,3,17,1,1,0,2,0,0,0,2,0,3.091042453358316,12.905343537835643,1
7.053585727193677,1,1.2,1,0,1,3.9318256327243257,0.8,5.075173815233827,2,0,5.777652323222656,6.306275286948016,6.154858094016418,7,0,15,1,1,0,0,0,0,0,1,2,0.0,12.079006025445816,1
7.061334366910438,1,2.4,0,11,0,3.7376696182833684,0.2,5.187385805840755,6,12,6.336825731146441,6.723832440821209,6.639875833826536,19,12,15,1,0,0,0,0,0,0,2,0,5.43372200355424,13.05768617998498,1
6.964135612418245,1,2.7,0,3,1,3.7376696182833684,0.1,4.584967478670572,4,10,5.986452005284438,6.79346613258001,7.617759576608505,16,9,2,1,1,0,1,0,0,0,0,0,4.976733742420574,12.776283535192935,1
7.456454555176209,0,2.0,1,0,1,3.044522437723423,0.1,4.969813299576001,4,10,6.037870919922137,6.931471805599453,7.3752557780097545,14,0,12,1,1,0,1,0,0,1,1,0,0.0,12.965978537031319,1
7.3938782901077555,1,0.5,1,2,1,3.9318256327243257,0.1,4.68213122712422,8,17,2.1972245773362196,7.106606137727303,6.508769136971682,16,3,8,1,0,0,0,0,0,1,0,0,3.8918202981106265,9.185330208972015,1
6.493753839851686,0,0.5,0,5,1,3.713572066704308,0.5,4.718498871295094,2,10,5.572154032177765,7.072421900537371,6.3784261836515865,6,5,18,1,1,1,0,0,0,1,0,1,3.4339872044851463,12.639921108030107,1
7.5352967024440884,0,0.5,0,5,1,3.295836866004329,0.5,5.153291594497779,4,10,6.511745329644728,6.9930151229329605,7.729295674310482,8,4,8,1,0,1,2,0,1,1,2,1,3.4965075614664802,13.502356135672695,1
7.537430036586509,0,0.5,0,10,1,3.713572066704308,0.3,4.465908118654584,6,14,6.304448802421981,7.355641102974253,7.829630389150193,10,8,16,1,1,0,3,0,0,2,0,0,4.394449154672439,13.657622067886452,1
6.795705775173514,0,2.5,1,0,0,4.02535169073515,0.6,5.214935757608986,2,1,6.035481432524756,6.853299093186078,8.00202481821611,7,1,6,0,1,1,2,0,0,0,2,1,2.0794415416798357,12.885331325817377,0
7.5443321080536885,0,2.8,0,5,1,3.4657359027997265,1.0,4.890349128221754,1,10,5.14166355650266,7.009408932708637,8.208764045819667,5,1,3,1,1,1,3,0,0,1,1,2,1.791759469228055,12.144308937701528,1
6.7357800142423265,1,0.5,1,8,0,3.6888794541139363,0.1,5.298317366548036,6,13,6.304448802421981,6.720220155135295,7.987184748233473,11,5,16,0,1,1,2,0,0,0,2,0,4.02535169073515,13.021634342086452,0
7.5126175446745105,1,1.0,0,7,1,3.871201010907891,0.3,4.770684624465665,1,11,7.083387847625295,7.5406215286571525,8.12058871174027,13,10,11,1,0,0,3,0,1,2,0,0,4.875197323201151,14.622639335637913,1
6.555356891810665,0,2.6,1,2,1,2.302585092994046,0.7,4.955827057601261,3,3,6.22455842927536,7.359467638255621,7.991592282068092,10,4,19,1,0,0,2,0,0,2,1,1,3.713572066704308,13.581408430188073,1
6.582025138892826,0,0.5,1,6,1,1.9459101490553132,0.4,5.272999558563747,4,9,7.277247726631484,7.5953872788539725,6.274762021241939,8,4,8,1,0,1,0,0,2,2,2,0,3.4965075614664802,14.871441137803847,1
7.289610521451167,1,0.5,1,11,0,2.5649493574615367,0.9,4.770684624465665,2,14,6.75110146893676,7.063903961472068,8.275885669474356,5,3,15,0,1,1,3,0,1,1,0,2,2.772588722239781,13.812980359710647,0
6.716594773520978,0,2.9,1,0,0,3.5553480614894135,0.8,4.605170185988092,8,17,7.294377299288821,7.532088143541722,7.977968093128549,8,2,10,1,1,0,3,0,2,2,0,2,2.833213344056216,14.825250466322515,1
6.907755278982137,1,1.8,1,0,1,3.332204510175204,0.1,5.123963979403259,4,1,3.044522437723423,6.61472560020376,7.20414929203594,17,10,5,1,0,0,0,0,0,0,2,0,5.14166355650266,9.60918360377546,1
6.875232087276577,1,1.6,0,4,0,3.258096538021482,0.6,4.532599493153256,8,9,5.497168225293202,7.404279118037268,8.031710375322042,7,4,18,0,1,1,2,0,0,2,0,1,3.367295829986474,12.896734239577757,0
6.748759547491679,0,1.0,1,4,1,4.143134726391533,0.7,4.653960350157523,7,13,5.683579767338681,7.05617528410041,7.720461694599722,17,4,7,1,1,0,1,0,0,1,0,1,4.23410650459726,12.735488397105962,1
7.115582126184454,1,1.6,0,0,1,3.8918202981106265,0.7,4.718498871295094,7,2,7.581209826196346,7.582738488914411,7.392031567514591,18,17,16,1,1,1,2,0,2,2,0,1,5.726847747587197,15.162929206411373,1
7.5352967024440884,1,2.3,0,6,0,3.8066624897703196,0.7,4.90527477843843,3,15,6.131226489483141,7.138866999945524,7.578656850594762,9,4,15,1,0,1,2,0,0,1,1,1,3.6109179126442243,13.267124974563473,1
7.038783541388542,1,0.9,1,6,1,4.07753744390572,0.5,5.087596335232384,2,11,6.610696044717759,6.907755278982137,7.523481312573497,9,4,8,1,0,0,1,0,1,0,2,1,3.6109179126442243,13.516105370872976,1
7.186144304522325,0,2.1,1,0,1,3.7376696182833684,0.6,4.976733742420574,7,2,4.820281565605037,7.114769448366463,6.297109319933935,11,1,14,1,1,0,0,0,0,1,1,1,2.4849066497880004,11.92614708011698,1
6.222576268071369,0,2.5,0,3,0,4.060443010546419,0.6,5.225746673713202,6,11,6.658011045870748,7.163946684342547,5.723585101952381,11,8,16,0,0,1,0,0,1,1,2,1,4.48863636973214,13.819899910645796,0
6.588926477533519,0,2.2,0,0,1,3.713572066704308,0.8,4.553876891600541,4,20,5.780743515792329,6.88653164253051,7.202661196523238,16,11,4,1,1,1,0,0,0,0,0,2,5.176149732573829,12.66316515887131,1
7.299797366758161,1,1.8,1,0,1,3.2188758248682006,0.1,4.990432586778736,6,0,5.793013608384144,6.470799503782602,8.232971790593437,12,10,5,1,0,0,3,0,0,0,1,0,4.795790545596741,12.25921522892826,1
6.959398512133975,0,0.9,0,1,0,1.9459101490553132,0.8,5.278114659230517,4,16,7.083387847625295,7.517520850603031,6.315358001522335,6,1,11,0,0,1,0,0,1,2,2,2,1.9459101490553132,14.59952625052861,0
